<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x000001FAD2EBBBC0>
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
