<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x0000019C4C33BED0>
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-16.38393021  -9.9107132  -14.5982132 ]
[-15.49107361 -10.80357361 -15.26786041]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-16.38393021  -9.9107132  -14.5982132 ]
[-15.49107361 -10.80357361 -15.26786041]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-16.38393021  -9.9107132  -14.5982132 ]
[-15.49107361 -10.80357361 -15.26786041]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-16.38393021  -9.9107132  -14.5982132 ]
[-15.49107361 -10.80357361 -15.26786041]
[-15.49107361 -10.80357361 -15.26786041]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-16.38393021  -9.9107132  -14.5982132 ]
[-15.49107361 -10.80357361 -15.26786041]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-16.38393021  -9.9107132  -14.5982132 ]
[-15.49107361 -10.80357361 -15.26786041]
[-15.49107361 -10.80357361 -15.26786041]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-16.38393021  -9.9107132  -14.5982132 ]
[-15.49107361 -10.80357361 -15.26786041]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-16.38393021  -9.9107132  -14.5982132 ]
[-15.49107361 -10.80357361 -15.26786041]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-16.38393021  -9.9107132  -14.5982132 ]
[-15.49107361 -10.80357361 -15.26786041]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-16.38393021  -9.9107132  -14.5982132 ]
[-15.49107361 -10.80357361 -15.26786041]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-16.38393021  -9.9107132  -14.5982132 ]
[-15.49107361 -10.80357361 -15.26786041]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-13.48213959  -6.3392868  -12.8125    ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-14.1517868  -6.3392868 -12.8125   ]
[-16.38393021  -9.9107132  -14.5982132 ]
[-15.49107361 -10.80357361 -15.26786041]
[-13.48213959  -6.3392868  -12.8125    ]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10.         -10.         -11.29999924]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10.         -10.         -10.65000153]
[-10.         -10.         -10.65000153]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
[-10. -10. -10.]
