<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x000001A27FE17D80>
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.2181282  -49.02390289 -49.34761047]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
[-49.15338898 -49.08864594 -49.2181282 ]
